signal_date,execution_date,symbol,reason,top_k,detail,spy_above_ma,vs,challenger_score,incumbent_score,needed,replaced,cash,weight
2012-02-29,2012-03-01,IWM,hysteresis_block,,,,SPY,12.944251852129998,18.49686488777885,19.421708132167794,,,
2012-03-30,2012-04-02,GLD,below_ma,,,,,,,,,,
2012-03-30,2012-04-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-03-30,2012-04-02,IWM,hysteresis_block,,,,SPY,7.825292480624677,19.637815733120362,20.619706519776383,,,
2012-04-30,2012-05-01,GLD,below_ma,,,,,,,,,,
2012-04-30,2012-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-04-30,2012-05-01,IWM,hysteresis_block,,,,SPY,4.574685768933413,13.263596824331552,13.92677666554813,,,
2012-05-31,2012-06-01,VEA,below_ma,,,,,,,,,,
2012-05-31,2012-06-01,GLD,below_ma,,,,,,,,,,
2012-05-31,2012-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-05-31,2012-06-01,IWM,hysteresis_block,,,,SPY,-1.3048380222009748,3.562649998998406,3.7407824989483265,,,
2012-06-29,2012-07-02,VEA,below_ma,,,,,,,,,,
2012-06-29,2012-07-02,GLD,below_ma,,,,,,,,,,
2012-06-29,2012-07-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-06-29,2012-07-02,IWM,hysteresis_block,,,,SPY,0.07285367492464363,4.701787476243131,4.936876850055287,,,
2012-07-31,2012-08-01,VEA,below_ma,,,,,,,,,,
2012-07-31,2012-08-01,GLD,below_ma,,,,,,,,,,
2012-07-31,2012-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-07-31,2012-08-01,IWM,hysteresis_block,,,,SPY,-1.2233440509250224,4.2532227133241305,4.465883848990337,,,
2012-08-31,2012-09-04,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-08-31,2012-09-04,IWM,hysteresis_block,,,,SPY,4.048582906925236,8.767050511060411,9.205403036613433,,,
2012-09-28,2012-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-09-28,2012-10-01,IWM,hysteresis_block,,,,QQQ,16.582015824334505,16.846144533638064,17.688451760319968,,,
2012-10-31,2012-11-01,QQQ,below_ma,,,,,,,,,,
2012-10-31,2012-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-10-31,2012-11-01,QQQ,incumbent_ineligible,,,,,,,,,,
2012-10-31,2012-11-01,IWM,fill_vacancy,,,,,,,,,,
2012-10-31,2012-11-01,VEA,hysteresis_block,,,,IWM,12.997366165225696,13.646593126658638,14.32892278299157,,,
2012-11-30,2012-12-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-11-30,2012-12-03,VEA,hysteresis_replace,,,,,10.874558893535742,8.248378717331004,8.660797653197555,IWM,,
2012-11-30,2012-12-03,QQQ,hysteresis_block,,,,VEA,9.26427219052157,10.874558893535742,11.418286838212529,,,
2012-12-31,2013-01-02,QQQ,below_ma,,,,,,,,,,
2012-12-31,2013-01-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-12-31,2013-01-02,IWM,hysteresis_replace,,,,,13.373648261875068,11.51237362754786,12.087992308925253,SPY,,
2012-12-31,2013-01-02,GLD,hysteresis_block,,,,IWM,6.792129471264206,13.373648261875068,14.042330674968822,,,
2013-01-31,2013-02-01,GLD,below_ma,,,,,,,,,,
2013-01-31,2013-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-01-31,2013-02-01,SPY,hysteresis_block,,,,IWM,14.274654183935024,15.129239794044336,15.885701783746553,,,
2013-02-28,2013-03-01,GLD,below_ma,,,,,,,,,,
2013-02-28,2013-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-02-28,2013-03-01,SPY,hysteresis_block,,,,IWM,12.179586797266994,13.354451711049146,14.022174296601603,,,
2013-03-28,2013-04-01,GLD,below_ma,,,,,,,,,,
2013-03-28,2013-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-03-28,2013-04-01,SPY,hysteresis_replace,,,,,19.454338323861073,13.519139176881648,14.19509613572573,VEA,,
2013-03-28,2013-04-01,QQQ,hysteresis_block,,,,SPY,7.119925111978213,19.454338323861073,20.427055240054127,,,
2013-04-30,2013-05-01,GLD,below_ma,,,,,,,,,,
2013-04-30,2013-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-04-30,2013-05-01,VEA,hysteresis_block,,,,IWM,17.410660090904184,16.84711109302361,17.68946664767479,,,
2013-05-31,2013-06-03,GLD,below_ma,,,,,,,,,,
2013-05-31,2013-06-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-05-31,2013-06-03,QQQ,hysteresis_block,,,,IWM,20.072641168760942,21.684828062336802,22.769069465453644,,,
2013-06-28,2013-07-01,GLD,below_ma,,,,,,,,,,
2013-06-28,2013-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-06-28,2013-07-01,QQQ,hysteresis_block,,,,IWM,10.204449430137297,12.616663214364875,13.24749637508312,,,
2013-07-31,2013-08-01,GLD,below_ma,,,,,,,,,,
2013-07-31,2013-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-07-31,2013-08-01,QQQ,hysteresis_block,,,,SPY,20.825008790974803,22.91840046995247,24.064320493450094,,,
2013-08-30,2013-09-03,GLD,below_ma,,,,,,,,,,
2013-08-30,2013-09-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-08-30,2013-09-03,QQQ,hysteresis_block,,,,SPY,13.29452929223438,13.690778431964189,14.375317353562398,,,
2013-09-30,2013-10-01,GLD,below_ma,,,,,,,,,,
2013-09-30,2013-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-09-30,2013-10-01,QQQ,hysteresis_replace,,,,,21.398830317151653,20.246401937803665,21.25872203469385,SPY,,
2013-09-30,2013-10-01,VEA,hysteresis_block,,,,QQQ,15.705900001205228,21.398830317151653,22.468771833009235,,,
2013-10-31,2013-11-01,GLD,below_ma,,,,,,,,,,
2013-10-31,2013-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-10-31,2013-11-01,SPY,hysteresis_block,,,,IWM,23.451993601130532,24.08020974389444,25.28422023108916,,,
2013-11-29,2013-12-02,GLD,below_ma,,,,,,,,,,
2013-11-29,2013-12-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-11-29,2013-12-02,SPY,hysteresis_block,,,,IWM,31.308881385271764,32.11606068103396,33.721863715085654,,,
2013-12-31,2014-01-02,GLD,below_ma,,,,,,,,,,
2013-12-31,2014-01-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-12-31,2014-01-02,SPY,hysteresis_replace,,,,,29.71497907689362,25.496151215826217,26.77095877661753,IWM,,
2013-12-31,2014-01-02,VEA,hysteresis_block,,,,SPY,23.312134054165334,29.71497907689362,31.2007280307383,,,
2014-01-31,2014-02-03,GLD,below_ma,,,,,,,,,,
2014-01-31,2014-02-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-01-31,2014-02-03,IWM,hysteresis_block,,,,SPY,19.95182002066517,21.48435692579745,22.558574772087322,,,
2014-02-28,2014-03-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-02-28,2014-03-03,IWM,hysteresis_block,,,,SPY,19.65555244324662,22.830307560683448,23.971822938717622,,,
2014-03-31,2014-04-01,GLD,below_ma,,,,,,,,,,
2014-03-31,2014-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-03-31,2014-04-01,IWM,hysteresis_block,,,,SPY,13.882645399450958,17.780966306245197,18.67001462155746,,,
2014-04-30,2014-05-01,GLD,below_ma,,,,,,,,,,
2014-04-30,2014-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-04-30,2014-05-01,VEA,hysteresis_block,,,,QQQ,9.0310316526755,12.175974410409383,12.784773130929853,,,
2014-05-30,2014-06-02,GLD,below_ma,,,,,,,,,,
2014-05-30,2014-06-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-05-30,2014-06-02,VEA,hysteresis_replace,,,,,14.780304989450219,13.649631764938304,14.33211335318522,QQQ,,
2014-05-30,2014-06-02,IWM,hysteresis_block,,,,VEA,5.296576983900887,14.780304989450219,15.519320238922731,,,
2014-06-30,2014-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-06-30,2014-07-01,QQQ,hysteresis_block,,,,SPY,22.35483782109331,27.469831137977042,28.843322694875894,,,
2014-07-31,2014-08-01,IWM,below_ma,,,,,,,,,,
2014-07-31,2014-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-07-31,2014-08-01,QQQ,hysteresis_replace,,,,,22.23032186464526,12.77891848817732,13.417864412586187,VEA,,
2014-07-31,2014-08-01,GLD,hysteresis_block,,,,SPY,-4.09701744806374,18.124336289760357,19.030553104248376,,,
2014-08-29,2014-09-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-08-29,2014-09-02,VEA,hysteresis_block,,,,SPY,14.372479052164868,27.898115175222244,29.293020933983357,,,
2014-09-30,2014-10-01,IWM,below_ma,,,,,,,,,,
2014-09-30,2014-10-01,VEA,below_ma,,,,,,,,,,
2014-09-30,2014-10-01,GLD,below_ma,,,,,,,,,,
2014-09-30,2014-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-10-31,2014-11-03,VEA,below_ma,,,,,,,,,,
2014-10-31,2014-11-03,GLD,below_ma,,,,,,,,,,
2014-10-31,2014-11-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-10-31,2014-11-03,IWM,hysteresis_block,,,,SPY,5.268208988381464,12.562648425783491,13.190780847072666,,,
2014-11-28,2014-12-01,VEA,below_ma,,,,,,,,,,
2014-11-28,2014-12-01,GLD,below_ma,,,,,,,,,,
2014-11-28,2014-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-11-28,2014-12-01,IWM,hysteresis_block,,,,SPY,0.9043937035539532,13.244196539834636,13.906406366826369,,,
2014-12-31,2015-01-02,VEA,below_ma,,,,,,,,,,
2014-12-31,2015-01-02,GLD,below_ma,,,,,,,,,,
2014-12-31,2015-01-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-12-31,2015-01-02,IWM,hysteresis_block,,,,SPY,6.099768819662145,11.132202291107115,11.688812405662471,,,
2015-01-30,2015-02-02,VEA,below_ma,,,,,,,,,,
2015-01-30,2015-02-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-01-30,2015-02-02,IWM,hysteresis_block,,,,SPY,1.5863050388955777,6.862601336349364,7.2057314031668325,,,
2015-02-27,2015-03-02,GLD,below_ma,,,,,,,,,,
2015-02-27,2015-03-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-02-27,2015-03-02,IWM,hysteresis_block,,,,SPY,9.095282344953862,11.668452928340804,12.251875574757845,,,
2015-03-31,2015-04-01,GLD,below_ma,,,,,,,,,,
2015-03-31,2015-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-03-31,2015-04-01,IWM,hysteresis_block,,,,SPY,7.9109874005071905,7.949945078584458,8.347442332513682,,,
2015-04-30,2015-05-01,GLD,below_ma,,,,,,,,,,
2015-04-30,2015-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-04-30,2015-05-01,IWM,hysteresis_block,,,,SPY,8.469397274301734,9.083726046407323,9.537912348727689,,,
2015-05-29,2015-06-01,GLD,below_ma,,,,,,,,,,
2015-05-29,2015-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-05-29,2015-06-01,IWM,hysteresis_block,,,,SPY,8.48709334482767,9.173948695580025,9.632646130359026,,,
2015-06-30,2015-07-01,GLD,below_ma,,,,,,,,,,
2015-06-30,2015-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-06-30,2015-07-01,IWM,hysteresis_replace,,,,,9.582439617634078,8.412056889154963,8.832659733612712,SPY,,
2015-06-30,2015-07-01,VEA,hysteresis_block,,,,IWM,1.9832755769060775,9.582439617634078,10.061561598515782,,,
2015-07-31,2015-08-03,GLD,below_ma,,,,,,,,,,
2015-07-31,2015-08-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-07-31,2015-08-03,SPY,hysteresis_block,,,,IWM,7.229262592215034,7.113537506321951,7.469214381638048,,,
2015-08-31,2015-09-01,SPY,below_ma,,,,,,,,,,
2015-08-31,2015-09-01,QQQ,below_ma,,,,,,,,,,
2015-08-31,2015-09-01,IWM,below_ma,,,,,,,,,,
2015-08-31,2015-09-01,VEA,below_ma,,,,,,,,,,
2015-08-31,2015-09-01,GLD,below_ma,,,,,,,,,,
2015-08-31,2015-09-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2015-09-30,2015-10-01,SPY,below_ma,,,,,,,,,,
2015-09-30,2015-10-01,QQQ,below_ma,,,,,,,,,,
2015-09-30,2015-10-01,IWM,below_ma,,,,,,,,,,
2015-09-30,2015-10-01,VEA,below_ma,,,,,,,,,,
2015-09-30,2015-10-01,GLD,below_ma,,,,,,,,,,
2015-09-30,2015-10-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2015-10-30,2015-11-02,IWM,below_ma,,,,,,,,,,
2015-10-30,2015-11-02,VEA,below_ma,,,,,,,,,,
2015-10-30,2015-11-02,GLD,below_ma,,,,,,,,,,
2015-10-30,2015-11-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-11-30,2015-12-01,IWM,below_ma,,,,,,,,,,
2015-11-30,2015-12-01,VEA,below_ma,,,,,,,,,,
2015-11-30,2015-12-01,GLD,below_ma,,,,,,,,,,
2015-11-30,2015-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-12-31,2016-01-04,IWM,below_ma,,,,,,,,,,
2015-12-31,2016-01-04,VEA,below_ma,,,,,,,,,,
2015-12-31,2016-01-04,GLD,below_ma,,,,,,,,,,
2015-12-31,2016-01-04,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-01-29,2016-02-01,SPY,below_ma,,,,,,,,,,
2016-01-29,2016-02-01,QQQ,below_ma,,,,,,,,,,
2016-01-29,2016-02-01,IWM,below_ma,,,,,,,,,,
2016-01-29,2016-02-01,VEA,below_ma,,,,,,,,,,
2016-01-29,2016-02-01,GLD,below_ma,,,,,,,,,,
2016-01-29,2016-02-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2016-02-29,2016-03-01,SPY,below_ma,,,,,,,,,,
2016-02-29,2016-03-01,QQQ,below_ma,,,,,,,,,,
2016-02-29,2016-03-01,IWM,below_ma,,,,,,,,,,
2016-02-29,2016-03-01,VEA,below_ma,,,,,,,,,,
2016-02-29,2016-03-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2016-02-29,2016-03-01,,cash_fill,,,,,,,,,BIL,0.5
2016-03-31,2016-04-01,IWM,below_ma,,,,,,,,,,
2016-03-31,2016-04-01,VEA,below_ma,,,,,,,,,,
2016-03-31,2016-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-03-31,2016-04-01,SPY,fill_vacancy,,,,,,,,,,
2016-03-31,2016-04-01,QQQ,hysteresis_block,,,,SPY,-0.019099193242637456,0.5498509463007212,0.5773434936157572,,,
2016-04-29,2016-05-02,QQQ,below_ma,,,,,,,,,,
2016-04-29,2016-05-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-04-29,2016-05-02,VEA,hysteresis_block,,,,SPY,-4.120534249441519,0.4909893600438909,0.5155388280460854,,,
2016-05-31,2016-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-05-31,2016-06-01,QQQ,hysteresis_block,,,,SPY,-0.12445556791228904,4.181597082886134,4.390676937030442,,,
2016-06-30,2016-07-01,VEA,below_ma,,,,,,,,,,
2016-06-30,2016-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-06-30,2016-07-01,IWM,hysteresis_block,,,,SPY,3.8603817939716003,8.272169349871398,8.685777817364968,,,
2016-07-29,2016-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-07-29,2016-08-01,IWM,hysteresis_block,,,,SPY,9.872594047920039,12.186419285023385,12.795740249274555,,,
2016-08-31,2016-09-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-08-31,2016-09-01,QQQ,hysteresis_replace,,,,,10.425488337377242,9.146903301619,9.60424846669995,GLD,,
2016-08-31,2016-09-01,IWM,hysteresis_block,,,,QQQ,9.916507133807404,10.425488337377242,10.946762754246105,,,
2016-09-30,2016-10-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-09-30,2016-10-03,IWM,hysteresis_block,,,,SPY,14.492695017224097,15.725727588935925,16.51201396838272,,,
2016-10-31,2016-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-10-31,2016-11-01,GLD,hysteresis_replace,,,,,10.889351721492243,5.2981154457027175,5.5630212179878535,SPY,,
2016-10-31,2016-11-01,IWM,hysteresis_block,,,,QQQ,4.696807547307051,8.45317732742763,8.875836193799012,,,
2016-11-30,2016-12-01,GLD,below_ma,,,,,,,,,,
2016-11-30,2016-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-11-30,2016-12-01,GLD,incumbent_ineligible,,,,,,,,,,
2016-11-30,2016-12-01,IWM,fill_vacancy,,,,,,,,,,
2016-11-30,2016-12-01,SPY,hysteresis_replace,,,,,9.424590198636539,8.67123155116538,9.10479312872365,QQQ,,
2016-11-30,2016-12-01,VEA,hysteresis_block,,,,SPY,0.6818825794448138,9.424590198636539,9.895819708568366,,,
2016-12-30,2017-01-03,GLD,below_ma,,,,,,,,,,
2016-12-30,2017-01-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-12-30,2017-01-03,QQQ,hysteresis_block,,,,SPY,6.340587675677788,13.25010963460623,13.912615116336543,,,
2017-01-31,2017-02-01,GLD,below_ma,,,,,,,,,,
2017-01-31,2017-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-01-31,2017-02-01,QQQ,hysteresis_block,,,,IWM,17.81190227235754,20.027934259585695,21.02933097256498,,,
2017-02-28,2017-03-01,GLD,below_ma,,,,,,,,,,
2017-02-28,2017-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-02-28,2017-03-01,QQQ,hysteresis_replace,,,,,33.21637424922307,25.46693345737474,26.740280130243477,IWM,,
2017-02-28,2017-03-01,VEA,hysteresis_block,,,,QQQ,17.521050338687466,33.21637424922307,34.87719296168423,,,
2017-03-31,2017-04-03,GLD,below_ma,,,,,,,,,,
2017-03-31,2017-04-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-03-31,2017-04-03,IWM,hysteresis_block,,,,SPY,24.129964446788787,33.17461918359745,34.83335014277733,,,
2017-04-28,2017-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-04-28,2017-05-01,VEA,hysteresis_block,,,,SPY,23.858706969411276,27.808307845371502,29.198723237640078,,,
2017-05-31,2017-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-05-31,2017-06-01,VEA,hysteresis_block,,,,SPY,26.942594020739705,25.97794100977144,27.276838060260012,,,
2017-06-30,2017-07-03,GLD,below_ma,,,,,,,,,,
2017-06-30,2017-07-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-06-30,2017-07-03,VEA,hysteresis_replace,,,,,24.400737629563626,23.053995770745015,24.206695559282267,QQQ,,
2017-06-30,2017-07-03,IWM,hysteresis_block,,,,SPY,15.714089866413532,24.025755977351608,25.22704377621919,,,
2017-07-31,2017-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-07-31,2017-08-01,QQQ,hysteresis_block,,,,SPY,20.10625688501618,21.371582396399482,22.440161516219458,,,
2017-08-31,2017-09-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-08-31,2017-09-01,QQQ,hysteresis_block,,,,SPY,19.373883090372942,20.140872002714797,21.14791560285054,,,
2017-09-29,2017-10-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-09-29,2017-10-02,QQQ,hysteresis_block,,,,SPY,20.107034490152884,25.93086811290467,27.227411518549903,,,
2017-10-31,2017-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-10-31,2017-11-01,IWM,hysteresis_block,,,,SPY,25.828236897339746,30.927224683261443,32.473585917424515,,,
2017-11-30,2017-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-11-30,2017-12-01,QQQ,hysteresis_block,,,,VEA,32.616401336023074,40.66211455240975,42.695220280030235,,,
2017-12-29,2018-01-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-12-29,2018-01-02,QQQ,hysteresis_block,,,,VEA,28.687958708696026,37.31951482438077,39.18549056559981,,,
2018-01-31,2018-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2018-01-31,2018-02-01,QQQ,hysteresis_block,,,,VEA,37.450821403044564,38.32307459591168,40.239228325707266,,,
2018-02-28,2018-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2018-02-28,2018-03-01,QQQ,hysteresis_replace,,,,,17.394689491750857,10.455057380346428,10.97781024936375,VEA,,
2018-02-28,2018-03-01,GLD,hysteresis_block,,,,SPY,5.763609809069187,11.471529081814028,12.04510553590473,,,
2018-03-29,2018-04-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2018-03-29,2018-04-02,GLD,hysteresis_replace,,,,,7.314059052314931,5.883542025400143,6.17771912667015,SPY,,
2018-03-29,2018-04-02,VEA,hysteresis_block,,,,GLD,6.8254962816320885,7.314059052314931,7.679762004930678,,,
2018-04-30,2018-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2018-04-30,2018-05-01,VEA,hysteresis_replace,,,,,6.547381309717972,4.3430896210165715,4.5602441020674,GLD,,
2018-04-30,2018-05-01,SPY,hysteresis_block,,,,QQQ,4.175691817491021,6.025247176721936,6.326509535558033,,,
2018-05-31,2018-06-01,GLD,below_ma,,,,,,,,,,
2018-05-31,2018-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2018-05-31,2018-06-01,IWM,hysteresis_replace,,,,,12.850088665314143,4.292032282948125,4.506633897095532,VEA,,
2018-05-31,2018-06-01,SPY,hysteresis_block,,,,QQQ,6.779198346510145,10.413039502113845,10.933691477219538,,,
2018-06-29,2018-07-02,VEA,below_ma,,,,,,,,,,
2018-06-29,2018-07-02,GLD,below_ma,,,,,,,,,,
2018-06-29,2018-07-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2018-06-29,2018-07-02,SPY,hysteresis_block,,,,QQQ,5.532016880432966,11.388276573795435,11.957690402485207,,,
2018-07-31,2018-08-01,VEA,below_ma,,,,,,,,,,
2018-07-31,2018-08-01,GLD,below_ma,,,,,,,,,,
2018-07-31,2018-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2018-07-31,2018-08-01,SPY,hysteresis_block,,,,QQQ,16.309457465914324,15.949429723011816,16.746901209162406,,,
2018-08-31,2018-09-04,VEA,below_ma,,,,,,,,,,
2018-08-31,2018-09-04,GLD,below_ma,,,,,,,,,,
2018-08-31,2018-09-04,,regime_topk,2.0,fixed_topk,True,,,,,,,
2018-08-31,2018-09-04,SPY,hysteresis_replace,,,,,28.929098070223795,26.812318529177066,28.152934455635922,QQQ,,
2018-09-28,2018-10-01,VEA,below_ma,,,,,,,,,,
2018-09-28,2018-10-01,GLD,below_ma,,,,,,,,,,
2018-09-28,2018-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2018-09-28,2018-10-01,QQQ,hysteresis_replace,,,,,27.74218629362468,20.475189034655607,21.49894848638839,IWM,,
2018-10-31,2018-11-01,SPY,below_ma,,,,,,,,,,
2018-10-31,2018-11-01,QQQ,below_ma,,,,,,,,,,
2018-10-31,2018-11-01,IWM,below_ma,,,,,,,,,,
2018-10-31,2018-11-01,VEA,below_ma,,,,,,,,,,
2018-10-31,2018-11-01,GLD,below_ma,,,,,,,,,,
2018-10-31,2018-11-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2018-11-30,2018-12-03,QQQ,below_ma,,,,,,,,,,
2018-11-30,2018-12-03,IWM,below_ma,,,,,,,,,,
2018-11-30,2018-12-03,VEA,below_ma,,,,,,,,,,
2018-11-30,2018-12-03,GLD,below_ma,,,,,,,,,,
2018-11-30,2018-12-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2018-11-30,2018-12-03,,cash_fill,,,,,,,,,BIL,0.5
2018-12-31,2019-01-02,SPY,below_ma,,,,,,,,,,
2018-12-31,2019-01-02,QQQ,below_ma,,,,,,,,,,
2018-12-31,2019-01-02,IWM,below_ma,,,,,,,,,,
2018-12-31,2019-01-02,VEA,below_ma,,,,,,,,,,
2018-12-31,2019-01-02,,regime_topk,2.0,fixed_topk,False,,,,,,,
2018-12-31,2019-01-02,SPY,incumbent_ineligible,,,,,,,,,,
2018-12-31,2019-01-02,GLD,fill_vacancy,,,,,,,,,,
2018-12-31,2019-01-02,,cash_fill,,,,,,,,,BIL,0.5
2019-01-31,2019-02-01,SPY,below_ma,,,,,,,,,,
2019-01-31,2019-02-01,QQQ,below_ma,,,,,,,,,,
2019-01-31,2019-02-01,IWM,below_ma,,,,,,,,,,
2019-01-31,2019-02-01,VEA,below_ma,,,,,,,,,,
2019-01-31,2019-02-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2019-01-31,2019-02-01,,cash_fill,,,,,,,,,BIL,0.5
2019-02-28,2019-03-01,IWM,below_ma,,,,,,,,,,
2019-02-28,2019-03-01,VEA,below_ma,,,,,,,,,,
2019-02-28,2019-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2019-02-28,2019-03-01,SPY,fill_vacancy,,,,,,,,,,
2019-02-28,2019-03-01,QQQ,hysteresis_block,,,,SPY,-1.2546670838590699,-0.2530522126406018,-0.2030522126406018,,,
2019-03-29,2019-04-01,IWM,below_ma,,,,,,,,,,
2019-03-29,2019-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2019-03-29,2019-04-01,QQQ,hysteresis_replace,,,,,7.945618538136972,3.7299377563281024,3.9164346441445077,GLD,,
2019-03-29,2019-04-01,VEA,hysteresis_block,,,,QQQ,1.3311961569153505,7.945618538136972,8.342899465043821,,,
2019-04-30,2019-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2019-04-30,2019-05-01,VEA,hysteresis_block,,,,SPY,5.179608332128211,17.658538077858516,18.541464981751442,,,
2019-05-31,2019-06-03,SPY,below_ma,,,,,,,,,,
2019-05-31,2019-06-03,QQQ,below_ma,,,,,,,,,,
2019-05-31,2019-06-03,IWM,below_ma,,,,,,,,,,
2019-05-31,2019-06-03,VEA,below_ma,,,,,,,,,,
2019-05-31,2019-06-03,,regime_topk,2.0,fixed_topk,False,,,,,,,
2019-05-31,2019-06-03,QQQ,incumbent_ineligible,,,,,,,,,,
2019-05-31,2019-06-03,SPY,incumbent_ineligible,,,,,,,,,,
2019-05-31,2019-06-03,GLD,fill_vacancy,,,,,,,,,,
2019-05-31,2019-06-03,,cash_fill,,,,,,,,,BIL,0.5
2019-06-28,2019-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2019-06-28,2019-07-01,SPY,fill_vacancy,,,,,,,,,,
2019-06-28,2019-07-01,QQQ,hysteresis_block,,,,SPY,10.265797759588846,13.130590275906632,13.787119789701965,,,
2019-07-31,2019-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2019-07-31,2019-08-01,QQQ,hysteresis_block,,,,SPY,9.352832346230507,10.090814018976824,10.595354719925666,,,
2019-08-30,2019-09-03,IWM,below_ma,,,,,,,,,,
2019-08-30,2019-09-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
