signal_date,execution_date,symbol,reason,top_k,detail,spy_above_ma,vs,challenger_score,incumbent_score,needed,cash,weight,replaced
2011-06-30,2011-07-01,IWM,trend_inconsistent,,,,,,,,,,
2011-06-30,2011-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2011-06-30,2011-07-01,IWM,incumbent_ineligible,,,,,,,,,,
2011-06-30,2011-07-01,GLD,fill_vacancy,,,,,,,,,,
2011-06-30,2011-07-01,SPY,hysteresis_block,,,,VEA,0.14275079831106052,0.15289108868193677,0.1605356431160336,,,
2011-07-29,2011-08-01,SPY,trend_inconsistent,,,,,,,,,,
2011-07-29,2011-08-01,QQQ,trend_inconsistent,,,,,,,,,,
2011-07-29,2011-08-01,IWM,trend_inconsistent,,,,,,,,,,
2011-07-29,2011-08-01,VEA,trend_inconsistent,,,,,,,,,,
2011-07-29,2011-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2011-07-29,2011-08-01,VEA,incumbent_ineligible,,,,,,,,,,
2011-07-29,2011-08-01,,cash_fill,,,,,,,,BIL,0.5,
2011-08-31,2011-09-01,SPY,below_ma,,,,,,,,,,
2011-08-31,2011-09-01,QQQ,below_ma,,,,,,,,,,
2011-08-31,2011-09-01,IWM,below_ma,,,,,,,,,,
2011-08-31,2011-09-01,VEA,below_ma,,,,,,,,,,
2011-08-31,2011-09-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2011-08-31,2011-09-01,,cash_fill,,,,,,,,BIL,0.5,
2011-09-30,2011-10-03,SPY,below_ma,,,,,,,,,,
2011-09-30,2011-10-03,QQQ,below_ma,,,,,,,,,,
2011-09-30,2011-10-03,IWM,below_ma,,,,,,,,,,
2011-09-30,2011-10-03,VEA,below_ma,,,,,,,,,,
2011-09-30,2011-10-03,,regime_topk,2.0,fixed_topk,False,,,,,,,
2011-09-30,2011-10-03,,cash_fill,,,,,,,,BIL,0.5,
2011-10-31,2011-11-01,SPY,below_ma,,,,,,,,,,
2011-10-31,2011-11-01,QQQ,trend_inconsistent,,,,,,,,,,
2011-10-31,2011-11-01,IWM,below_ma,,,,,,,,,,
2011-10-31,2011-11-01,VEA,below_ma,,,,,,,,,,
2011-10-31,2011-11-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2011-10-31,2011-11-01,,cash_fill,,,,,,,,BIL,0.5,
2011-11-30,2011-12-01,SPY,below_ma,,,,,,,,,,
2011-11-30,2011-12-01,QQQ,below_ma,,,,,,,,,,
2011-11-30,2011-12-01,IWM,below_ma,,,,,,,,,,
2011-11-30,2011-12-01,VEA,below_ma,,,,,,,,,,
2011-11-30,2011-12-01,GLD,trend_inconsistent,,,,,,,,,,
2011-11-30,2011-12-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2011-12-30,2012-01-03,SPY,below_ma,,,,,,,,,,
2011-12-30,2012-01-03,QQQ,below_ma,,,,,,,,,,
2011-12-30,2012-01-03,IWM,below_ma,,,,,,,,,,
2011-12-30,2012-01-03,VEA,below_ma,,,,,,,,,,
2011-12-30,2012-01-03,GLD,below_ma,,,,,,,,,,
2011-12-30,2012-01-03,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2012-01-31,2012-02-01,IWM,trend_inconsistent,,,,,,,,,,
2012-01-31,2012-02-01,VEA,below_ma,,,,,,,,,,
2012-01-31,2012-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-02-29,2012-03-01,IWM,trend_inconsistent,,,,,,,,,,
2012-02-29,2012-03-01,VEA,trend_inconsistent,,,,,,,,,,
2012-02-29,2012-03-01,GLD,trend_inconsistent,,,,,,,,,,
2012-02-29,2012-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-02-29,2012-03-01,GLD,incumbent_ineligible,,,,,,,,,,
2012-02-29,2012-03-01,SPY,fill_vacancy,,,,,,,,,,
2012-03-30,2012-04-02,IWM,trend_inconsistent,,,,,,,,,,
2012-03-30,2012-04-02,VEA,trend_inconsistent,,,,,,,,,,
2012-03-30,2012-04-02,GLD,below_ma,,,,,,,,,,
2012-03-30,2012-04-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-04-30,2012-05-01,IWM,trend_inconsistent,,,,,,,,,,
2012-04-30,2012-05-01,VEA,trend_inconsistent,,,,,,,,,,
2012-04-30,2012-05-01,GLD,below_ma,,,,,,,,,,
2012-04-30,2012-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-05-31,2012-06-01,SPY,trend_inconsistent,,,,,,,,,,
2012-05-31,2012-06-01,QQQ,trend_inconsistent,,,,,,,,,,
2012-05-31,2012-06-01,IWM,trend_inconsistent,,,,,,,,,,
2012-05-31,2012-06-01,VEA,below_ma,,,,,,,,,,
2012-05-31,2012-06-01,GLD,below_ma,,,,,,,,,,
2012-05-31,2012-06-01,,regime_topk,0.0,all_risk_below_ma,True,,,,,,,
2012-06-29,2012-07-02,SPY,trend_inconsistent,,,,,,,,,,
2012-06-29,2012-07-02,QQQ,trend_inconsistent,,,,,,,,,,
2012-06-29,2012-07-02,IWM,trend_inconsistent,,,,,,,,,,
2012-06-29,2012-07-02,VEA,below_ma,,,,,,,,,,
2012-06-29,2012-07-02,GLD,below_ma,,,,,,,,,,
2012-06-29,2012-07-02,,regime_topk,0.0,all_risk_below_ma,True,,,,,,,
2012-07-31,2012-08-01,SPY,trend_inconsistent,,,,,,,,,,
2012-07-31,2012-08-01,QQQ,trend_inconsistent,,,,,,,,,,
2012-07-31,2012-08-01,IWM,trend_inconsistent,,,,,,,,,,
2012-07-31,2012-08-01,VEA,below_ma,,,,,,,,,,
2012-07-31,2012-08-01,GLD,below_ma,,,,,,,,,,
2012-07-31,2012-08-01,,regime_topk,0.0,all_risk_below_ma,True,,,,,,,
2012-08-31,2012-09-04,VEA,trend_inconsistent,,,,,,,,,,
2012-08-31,2012-09-04,GLD,trend_inconsistent,,,,,,,,,,
2012-08-31,2012-09-04,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-09-28,2012-10-01,VEA,trend_inconsistent,,,,,,,,,,
2012-09-28,2012-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-09-28,2012-10-01,IWM,hysteresis_block,,,,SPY,0.14781405624822586,0.14395262149123514,0.1511502525657969,,,
2012-10-31,2012-11-01,QQQ,below_ma,,,,,,,,,,
2012-10-31,2012-11-01,GLD,trend_inconsistent,,,,,,,,,,
2012-10-31,2012-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-10-31,2012-11-01,QQQ,incumbent_ineligible,,,,,,,,,,
2012-10-31,2012-11-01,VEA,fill_vacancy,,,,,,,,,,
2012-10-31,2012-11-01,IWM,hysteresis_block,,,,SPY,0.09787832906429253,0.11205877255999681,0.11766171118799666,,,
2012-11-30,2012-12-03,QQQ,trend_inconsistent,,,,,,,,,,
2012-11-30,2012-12-03,GLD,trend_inconsistent,,,,,,,,,,
2012-11-30,2012-12-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-11-30,2012-12-03,IWM,hysteresis_block,,,,SPY,0.07424972503428551,0.09467409409977723,0.09940779880476609,,,
2012-12-31,2013-01-02,SPY,trend_inconsistent,,,,,,,,,,
2012-12-31,2013-01-02,QQQ,below_ma,,,,,,,,,,
2012-12-31,2013-01-02,GLD,trend_inconsistent,,,,,,,,,,
2012-12-31,2013-01-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2012-12-31,2013-01-02,SPY,incumbent_ineligible,,,,,,,,,,
2012-12-31,2013-01-02,IWM,fill_vacancy,,,,,,,,,,
2013-01-31,2013-02-01,GLD,below_ma,,,,,,,,,,
2013-01-31,2013-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-01-31,2013-02-01,SPY,hysteresis_block,,,,IWM,0.11032848619087407,0.13377872741329255,0.1404676637839572,,,
2013-02-28,2013-03-01,QQQ,trend_inconsistent,,,,,,,,,,
2013-02-28,2013-03-01,GLD,below_ma,,,,,,,,,,
2013-02-28,2013-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-02-28,2013-03-01,SPY,hysteresis_block,,,,VEA,0.08872777795333628,0.10580133437336023,0.11109140109202824,,,
2013-03-28,2013-04-01,GLD,below_ma,,,,,,,,,,
2013-03-28,2013-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-03-28,2013-04-01,SPY,hysteresis_replace,,,,,0.1276775941430198,0.11043035067379145,0.11595186820748103,,,VEA
2013-03-28,2013-04-01,QQQ,hysteresis_block,,,,SPY,0.05592411679016554,0.1276775941430198,0.13406147385017078,,,
2013-04-30,2013-05-01,GLD,below_ma,,,,,,,,,,
2013-04-30,2013-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-04-30,2013-05-01,VEA,hysteresis_replace,,,,,0.161203033668354,0.14860043450830746,0.15603045623372283,,,SPY
2013-04-30,2013-05-01,QQQ,hysteresis_block,,,,VEA,0.07923078853946733,0.161203033668354,0.1692631853517717,,,
2013-05-31,2013-06-03,GLD,below_ma,,,,,,,,,,
2013-05-31,2013-06-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-05-31,2013-06-03,SPY,hysteresis_replace,,,,,0.20006860499056994,0.15793554873346038,0.1658323261701334,,,VEA
2013-05-31,2013-06-03,QQQ,hysteresis_block,,,,SPY,0.1546723253789894,0.20006860499056994,0.21007203524009846,,,
2013-06-28,2013-07-01,VEA,trend_inconsistent,,,,,,,,,,
2013-06-28,2013-07-01,GLD,below_ma,,,,,,,,,,
2013-06-28,2013-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-06-28,2013-07-01,QQQ,hysteresis_block,,,,SPY,0.0935205262684684,0.13125912148574642,0.13782207756003376,,,
2013-07-31,2013-08-01,VEA,trend_inconsistent,,,,,,,,,,
2013-07-31,2013-08-01,GLD,below_ma,,,,,,,,,,
2013-07-31,2013-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-07-31,2013-08-01,QQQ,hysteresis_block,,,,SPY,0.15549203979194837,0.1751899744217873,0.18394947314287666,,,
2013-08-30,2013-09-03,GLD,below_ma,,,,,,,,,,
2013-08-30,2013-09-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-08-30,2013-09-03,QQQ,hysteresis_block,,,,SPY,0.10770904606393295,0.10414192924591585,0.10934902570821164,,,
2013-09-30,2013-10-01,GLD,below_ma,,,,,,,,,,
2013-09-30,2013-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-09-30,2013-10-01,QQQ,hysteresis_replace,,,,,0.14000475265981543,0.11473964066567555,0.12047662269895933,,,SPY
2013-09-30,2013-10-01,VEA,hysteresis_block,,,,QQQ,0.1297528110754326,0.14000475265981543,0.14700499029280623,,,
2013-10-31,2013-11-01,GLD,below_ma,,,,,,,,,,
2013-10-31,2013-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-10-31,2013-11-01,VEA,hysteresis_block,,,,QQQ,0.1805749275905461,0.1994002765461551,0.2093702903734629,,,
2013-11-29,2013-12-02,GLD,below_ma,,,,,,,,,,
2013-11-29,2013-12-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-11-29,2013-12-02,SPY,hysteresis_block,,,,QQQ,0.20073804386378966,0.25241580994765467,0.2650366004450374,,,
2013-12-31,2014-01-02,GLD,below_ma,,,,,,,,,,
2013-12-31,2014-01-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2013-12-31,2014-01-02,SPY,hysteresis_block,,,,IWM,0.19284716985793623,0.2268638222527436,0.23820701336538078,,,
2014-01-31,2014-02-03,VEA,trend_inconsistent,,,,,,,,,,
2014-01-31,2014-02-03,GLD,below_ma,,,,,,,,,,
2014-01-31,2014-02-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-01-31,2014-02-03,SPY,hysteresis_block,,,,IWM,0.14573347333108497,0.18251037109942003,0.19163588965439105,,,
2014-02-28,2014-03-03,GLD,trend_inconsistent,,,,,,,,,,
2014-02-28,2014-03-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-02-28,2014-03-03,SPY,hysteresis_block,,,,IWM,0.17031636274507278,0.19064468510996774,0.20017691936546614,,,
2014-03-31,2014-04-01,GLD,below_ma,,,,,,,,,,
2014-03-31,2014-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-03-31,2014-04-01,SPY,hysteresis_block,,,,IWM,0.13168128381719263,0.14289153867050555,0.15003611560403082,,,
2014-04-30,2014-05-01,GLD,below_ma,,,,,,,,,,
2014-04-30,2014-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-04-30,2014-05-01,SPY,hysteresis_replace,,,,,0.1116186513364664,0.07817675585900855,0.08208559365195897,,,IWM
2014-04-30,2014-05-01,VEA,hysteresis_block,,,,SPY,0.07471653498302841,0.1116186513364664,0.11719958390328972,,,
2014-05-30,2014-06-02,IWM,trend_inconsistent,,,,,,,,,,
2014-05-30,2014-06-02,GLD,below_ma,,,,,,,,,,
2014-05-30,2014-06-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-05-30,2014-06-02,VEA,hysteresis_block,,,,SPY,0.09604394735288668,0.10975765217722544,0.11524553478608672,,,
2014-06-30,2014-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-06-30,2014-07-01,VEA,hysteresis_block,,,,SPY,0.15564941579656255,0.16275431659980916,0.1708920324297996,,,
2014-07-31,2014-08-01,IWM,below_ma,,,,,,,,,,
2014-07-31,2014-08-01,GLD,trend_inconsistent,,,,,,,,,,
2014-07-31,2014-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-07-31,2014-08-01,VEA,hysteresis_block,,,,SPY,0.06815616275573207,0.09443945815570838,0.0991614310634938,,,
2014-08-29,2014-09-02,IWM,trend_inconsistent,,,,,,,,,,
2014-08-29,2014-09-02,VEA,trend_inconsistent,,,,,,,,,,
2014-08-29,2014-09-02,GLD,trend_inconsistent,,,,,,,,,,
2014-08-29,2014-09-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-09-30,2014-10-01,IWM,below_ma,,,,,,,,,,
2014-09-30,2014-10-01,VEA,below_ma,,,,,,,,,,
2014-09-30,2014-10-01,GLD,below_ma,,,,,,,,,,
2014-09-30,2014-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-10-31,2014-11-03,VEA,below_ma,,,,,,,,,,
2014-10-31,2014-11-03,GLD,below_ma,,,,,,,,,,
2014-10-31,2014-11-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-10-31,2014-11-03,IWM,hysteresis_block,,,,SPY,0.05634312109665318,0.10171251666741936,0.10679814250079032,,,
2014-11-28,2014-12-01,VEA,below_ma,,,,,,,,,,
2014-11-28,2014-12-01,GLD,below_ma,,,,,,,,,,
2014-11-28,2014-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-11-28,2014-12-01,IWM,hysteresis_block,,,,SPY,0.009766793574594734,0.10496840502945051,0.11021682528092304,,,
2014-12-31,2015-01-02,VEA,below_ma,,,,,,,,,,
2014-12-31,2015-01-02,GLD,below_ma,,,,,,,,,,
2014-12-31,2015-01-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2014-12-31,2015-01-02,IWM,hysteresis_block,,,,SPY,0.06982058968876195,0.09906878693111257,0.1040222262776682,,,
2015-01-30,2015-02-02,SPY,trend_inconsistent,,,,,,,,,,
2015-01-30,2015-02-02,IWM,trend_inconsistent,,,,,,,,,,
2015-01-30,2015-02-02,VEA,below_ma,,,,,,,,,,
2015-01-30,2015-02-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-01-30,2015-02-02,SPY,incumbent_ineligible,,,,,,,,,,
2015-01-30,2015-02-02,GLD,fill_vacancy,,,,,,,,,,
2015-02-27,2015-03-02,VEA,trend_inconsistent,,,,,,,,,,
2015-02-27,2015-03-02,GLD,below_ma,,,,,,,,,,
2015-02-27,2015-03-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-02-27,2015-03-02,GLD,incumbent_ineligible,,,,,,,,,,
2015-02-27,2015-03-02,SPY,fill_vacancy,,,,,,,,,,
2015-02-27,2015-03-02,IWM,hysteresis_block,,,,SPY,0.09772767169499201,0.10624552382889156,0.11155780002033615,,,
2015-03-31,2015-04-01,VEA,trend_inconsistent,,,,,,,,,,
2015-03-31,2015-04-01,GLD,below_ma,,,,,,,,,,
2015-03-31,2015-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-03-31,2015-04-01,IWM,hysteresis_replace,,,,,0.07790236746535943,0.07052676918946132,0.0740531076489344,,,SPY
2015-04-30,2015-05-01,GLD,below_ma,,,,,,,,,,
2015-04-30,2015-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-04-30,2015-05-01,SPY,hysteresis_block,,,,IWM,0.06116630378083708,0.06599519098747794,0.06929495053685185,,,
2015-05-29,2015-06-01,VEA,trend_inconsistent,,,,,,,,,,
2015-05-29,2015-06-01,GLD,below_ma,,,,,,,,,,
2015-05-29,2015-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-05-29,2015-06-01,SPY,hysteresis_block,,,,IWM,0.06600842103515783,0.06830531169828488,0.07172057728319912,,,
2015-06-30,2015-07-01,VEA,trend_inconsistent,,,,,,,,,,
2015-06-30,2015-07-01,GLD,below_ma,,,,,,,,,,
2015-06-30,2015-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-06-30,2015-07-01,SPY,hysteresis_block,,,,IWM,0.05401830772859921,0.07549357872159468,0.07926825765767441,,,
2015-07-31,2015-08-03,VEA,trend_inconsistent,,,,,,,,,,
2015-07-31,2015-08-03,GLD,below_ma,,,,,,,,,,
2015-07-31,2015-08-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-07-31,2015-08-03,SPY,hysteresis_block,,,,IWM,0.049790849651239595,0.054721626729020215,0.05745770806547123,,,
2015-08-31,2015-09-01,SPY,below_ma,,,,,,,,,,
2015-08-31,2015-09-01,QQQ,below_ma,,,,,,,,,,
2015-08-31,2015-09-01,IWM,below_ma,,,,,,,,,,
2015-08-31,2015-09-01,VEA,below_ma,,,,,,,,,,
2015-08-31,2015-09-01,GLD,below_ma,,,,,,,,,,
2015-08-31,2015-09-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2015-09-30,2015-10-01,SPY,below_ma,,,,,,,,,,
2015-09-30,2015-10-01,QQQ,below_ma,,,,,,,,,,
2015-09-30,2015-10-01,IWM,below_ma,,,,,,,,,,
2015-09-30,2015-10-01,VEA,below_ma,,,,,,,,,,
2015-09-30,2015-10-01,GLD,below_ma,,,,,,,,,,
2015-09-30,2015-10-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2015-10-30,2015-11-02,SPY,trend_inconsistent,,,,,,,,,,
2015-10-30,2015-11-02,IWM,below_ma,,,,,,,,,,
2015-10-30,2015-11-02,VEA,below_ma,,,,,,,,,,
2015-10-30,2015-11-02,GLD,below_ma,,,,,,,,,,
2015-10-30,2015-11-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-10-30,2015-11-02,,cash_fill,,,,,,,,BIL,0.5,
2015-11-30,2015-12-01,SPY,trend_inconsistent,,,,,,,,,,
2015-11-30,2015-12-01,IWM,below_ma,,,,,,,,,,
2015-11-30,2015-12-01,VEA,below_ma,,,,,,,,,,
2015-11-30,2015-12-01,GLD,below_ma,,,,,,,,,,
2015-11-30,2015-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-11-30,2015-12-01,,cash_fill,,,,,,,,BIL,0.5,
2015-12-31,2016-01-04,IWM,below_ma,,,,,,,,,,
2015-12-31,2016-01-04,VEA,below_ma,,,,,,,,,,
2015-12-31,2016-01-04,GLD,below_ma,,,,,,,,,,
2015-12-31,2016-01-04,,regime_topk,2.0,fixed_topk,True,,,,,,,
2015-12-31,2016-01-04,SPY,fill_vacancy,,,,,,,,,,
2016-01-29,2016-02-01,SPY,below_ma,,,,,,,,,,
2016-01-29,2016-02-01,QQQ,below_ma,,,,,,,,,,
2016-01-29,2016-02-01,IWM,below_ma,,,,,,,,,,
2016-01-29,2016-02-01,VEA,below_ma,,,,,,,,,,
2016-01-29,2016-02-01,GLD,below_ma,,,,,,,,,,
2016-01-29,2016-02-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2016-02-29,2016-03-01,SPY,below_ma,,,,,,,,,,
2016-02-29,2016-03-01,QQQ,below_ma,,,,,,,,,,
2016-02-29,2016-03-01,IWM,below_ma,,,,,,,,,,
2016-02-29,2016-03-01,VEA,below_ma,,,,,,,,,,
2016-02-29,2016-03-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2016-02-29,2016-03-01,,cash_fill,,,,,,,,BIL,0.5,
2016-03-31,2016-04-01,QQQ,trend_inconsistent,,,,,,,,,,
2016-03-31,2016-04-01,IWM,below_ma,,,,,,,,,,
2016-03-31,2016-04-01,VEA,below_ma,,,,,,,,,,
2016-03-31,2016-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-03-31,2016-04-01,SPY,fill_vacancy,,,,,,,,,,
2016-04-29,2016-05-02,QQQ,below_ma,,,,,,,,,,
2016-04-29,2016-05-02,IWM,trend_inconsistent,,,,,,,,,,
2016-04-29,2016-05-02,VEA,trend_inconsistent,,,,,,,,,,
2016-04-29,2016-05-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-05-31,2016-06-01,QQQ,trend_inconsistent,,,,,,,,,,
2016-05-31,2016-06-01,IWM,trend_inconsistent,,,,,,,,,,
2016-05-31,2016-06-01,VEA,trend_inconsistent,,,,,,,,,,
2016-05-31,2016-06-01,GLD,trend_inconsistent,,,,,,,,,,
2016-05-31,2016-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-05-31,2016-06-01,GLD,incumbent_ineligible,,,,,,,,,,
2016-05-31,2016-06-01,,cash_fill,,,,,,,,BIL,0.5,
2016-06-30,2016-07-01,QQQ,trend_inconsistent,,,,,,,,,,
2016-06-30,2016-07-01,IWM,trend_inconsistent,,,,,,,,,,
2016-06-30,2016-07-01,VEA,below_ma,,,,,,,,,,
2016-06-30,2016-07-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-06-30,2016-07-01,GLD,fill_vacancy,,,,,,,,,,
2016-07-29,2016-08-01,VEA,trend_inconsistent,,,,,,,,,,
2016-07-29,2016-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-07-29,2016-08-01,IWM,hysteresis_replace,,,,,0.11320726389370513,0.10154640895926637,0.1066237294072297,,,SPY
2016-07-29,2016-08-01,QQQ,hysteresis_block,,,,IWM,0.09463558292429614,0.11320726389370513,0.11886762708839038,,,
2016-08-31,2016-09-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-08-31,2016-09-01,QQQ,hysteresis_block,,,,GLD,0.09298386168475363,0.09508186530098421,0.09983595856603343,,,
2016-09-30,2016-10-03,GLD,trend_inconsistent,,,,,,,,,,
2016-09-30,2016-10-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-09-30,2016-10-03,GLD,incumbent_ineligible,,,,,,,,,,
2016-09-30,2016-10-03,QQQ,fill_vacancy,,,,,,,,,,
2016-09-30,2016-10-03,SPY,hysteresis_block,,,,IWM,0.09667410952970537,0.13017070305838288,0.13667923821130204,,,
2016-10-31,2016-11-01,SPY,trend_inconsistent,,,,,,,,,,
2016-10-31,2016-11-01,IWM,trend_inconsistent,,,,,,,,,,
2016-10-31,2016-11-01,VEA,trend_inconsistent,,,,,,,,,,
2016-10-31,2016-11-01,GLD,trend_inconsistent,,,,,,,,,,
2016-10-31,2016-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-10-31,2016-11-01,IWM,incumbent_ineligible,,,,,,,,,,
2016-10-31,2016-11-01,,cash_fill,,,,,,,,BIL,0.5,
2016-11-30,2016-12-01,VEA,trend_inconsistent,,,,,,,,,,
2016-11-30,2016-12-01,GLD,below_ma,,,,,,,,,,
2016-11-30,2016-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-11-30,2016-12-01,IWM,fill_vacancy,,,,,,,,,,
2016-11-30,2016-12-01,SPY,hysteresis_block,,,,QQQ,0.06591036814284404,0.07405258808027083,0.07775521748428438,,,
2016-12-30,2017-01-03,VEA,trend_inconsistent,,,,,,,,,,
2016-12-30,2017-01-03,GLD,below_ma,,,,,,,,,,
2016-12-30,2017-01-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2016-12-30,2017-01-03,SPY,hysteresis_replace,,,,,0.07248477636401711,0.04868870724359349,0.051123142605773164,,,QQQ
2017-01-31,2017-02-01,GLD,below_ma,,,,,,,,,,
2017-01-31,2017-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-01-31,2017-02-01,QQQ,hysteresis_replace,,,,,0.1292513349819637,0.11480884755346246,0.12054928993113559,,,SPY
2017-01-31,2017-02-01,VEA,hysteresis_block,,,,QQQ,0.0730625829307987,0.1292513349819637,0.1357139017310619,,,
2017-02-28,2017-03-01,GLD,below_ma,,,,,,,,,,
2017-02-28,2017-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-02-28,2017-03-01,SPY,hysteresis_block,,,,QQQ,0.1589858374065823,0.17209929944048025,0.18070426441250426,,,
2017-03-31,2017-04-03,GLD,below_ma,,,,,,,,,,
2017-03-31,2017-04-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-03-31,2017-04-03,SPY,hysteresis_block,,,,QQQ,0.14058931184744128,0.17223010470306047,0.1808416099382135,,,
2017-04-28,2017-05-01,GLD,trend_inconsistent,,,,,,,,,,
2017-04-28,2017-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-04-28,2017-05-01,VEA,hysteresis_block,,,,IWM,0.12954154934996173,0.14052373787889327,0.14754992477283793,,,
2017-05-31,2017-06-01,IWM,trend_inconsistent,,,,,,,,,,
2017-05-31,2017-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-05-31,2017-06-01,IWM,incumbent_ineligible,,,,,,,,,,
2017-05-31,2017-06-01,VEA,fill_vacancy,,,,,,,,,,
2017-05-31,2017-06-01,SPY,hysteresis_block,,,,VEA,0.12063552315336827,0.1527020596110738,0.1603371625916275,,,
2017-06-30,2017-07-03,GLD,below_ma,,,,,,,,,,
2017-06-30,2017-07-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-06-30,2017-07-03,IWM,hysteresis_block,,,,VEA,0.12481112458371252,0.14557536788926018,0.15285413628372319,,,
2017-07-31,2017-08-01,GLD,trend_inconsistent,,,,,,,,,,
2017-07-31,2017-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-07-31,2017-08-01,SPY,hysteresis_block,,,,VEA,0.09578935660406249,0.15167643764991212,0.15926025953240774,,,
2017-08-31,2017-09-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-08-31,2017-09-01,SPY,hysteresis_block,,,,VEA,0.09763914689396133,0.129932620282703,0.13642925129683817,,,
2017-09-29,2017-10-02,GLD,trend_inconsistent,,,,,,,,,,
2017-09-29,2017-10-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-09-29,2017-10-02,IWM,hysteresis_block,,,,VEA,0.12745066779054198,0.1359446493063491,0.14274188177166658,,,
2017-10-31,2017-11-01,GLD,trend_inconsistent,,,,,,,,,,
2017-10-31,2017-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2017-10-31,2017-11-01,IWM,hysteresis_replace,,,,,0.172180913819576,0.14595680006457212,0.15325464006780073,,,VEA
